1980,1981,1982,1983,1984,1985,1986,1987,1988,1989
,,,,,,,,N. Odour,J. Dysholm
,,,,,,,,Y. Okada,H. El Arousy
,,,,,,,,J. Olivert,H. El Sallawy
,,,,,,,,A. Oncins,F. Eliasson
,,,,,,,,M. Pacheco,C. Engel
,,,,,,,,J. Pakkanen,T. Enqvist
,,,,,,,,V. Paul,F. Ercoli
,,,,,,,,R. Pedros,F. Errard
,,,,,,,,P. Pennisi,R. Fekete
,,,,,,,,M. Petkov,A. Fikas
,,,,,,,,A. Pfann,P. Francisco
,,,,,,,,R. Phillips,T. Fritschi
,,,,,,,,F. Pietralunga,R. Gana
,,,,,,,,F. Pinto,J. Garat
,,,,,,,,A. Preovolas,P. Godfroid
,,,,,,,,R. Raffa,R. Gramminger
,,,,,,,,G. Raoux,C. Grant
,,,,,,,,A. Rapev,J. Gross
,,,,,,,,A. Rens,L. Guersan
,,,,,,,,R. Reofilo,B. Gyetko
,,,,,,,,C. Retief,O. Haggag
,,,,,,,,M. Rice,L. Hamui
,,,,,,,,A. Ritter,W. Harvie
,,,,,,,,F. Rivera,G. Henderson
,,,,,,,,N. Rodrigues,J. Hernandez
,,,,,,,,J. Rustad,M. Hewitt
,,,,,,,,S. Saiki,S. Hidalgo
,,,,,,,,L. Sanchis,D. Hopper
,,,,,,,,H. Sandberg,C. Horta
,,,,,,,,K. Saniter,P. Hoysted
,,,,,,,,V. Santopadre,H. Ismail
,,,,,,,,K. Sayama,I. Jovanovic
,,,,,,,,T. Schaeck,R. Kepler
,,,,,,,,F. Schaffner,P. Kinnunen
,,,,,,,,J. Schmitt,D. Kirk
,,,,,,,,G. Schuerholz,P. Kirkbride
,,,,,,,,D. September,G. Kochl
,,,,,,,,T. Shibuya,R. Kresberg
,,,,,,,,R. Simpson,B. Kurtz
,,,,,,,,E. Sinai,S. Leier
,,,,,,,,J. Smith,J. Lenton
,,,,,,,,F. Souza,E. Lingen
,,,,,,,,J. Stamatov,S. Liu
,,,,,,,,J. Stark,A. Lobb
,,,,,,,,B. Surgent,S. Lohse
,,,,,,,,S. Tatsuno,A. Lopez
,,,,,,,,R. Teofilo,A. Lopez Moron
,,,,,,,,L. Thierno,K. Ma
,,,,,,,,T. Tjahjono,F. Maciel
,,,,,,,,M. Tobon,F. Mackie
,,,,,,,,L. Tome,E. Mandarino
,,,,,,,,A. Torregrosa,P. Martins
,,,,,,,,T. Toth,E. Marturano
,,,,,,,,P. Tragauer,A. Mas
,,,,,,,,M. Troiani,A. Matzinger
,,,,,,,,T. Tsuji,F. Melegari
,,,,,,,,A. Tunik,Q. Meng
,,,,,,,,M. Turra,A. Merinov
,,,,,,,,P. Vainikainen,F. Michelotti
,,,,,,,,H. Valenzuela,J. Moreno
,,,,,,,,S. Van Der Schyff,G. Muller
,,,,,,,,J. Van Duyn,E. Munoz De Cota
,,,,,,,,L. Vaughn,M. Naewie
,,,,,,,,F. Vazeos,E. Nagel
,,,,,,,,N. Veiga,M. Naiem
,,,,,,,,M. Velasquez,G. Naon
,,,,,,,,M. Velev,R. Navarro
,,,,,,,,P. Vizner,D. Odipo
,,,,,,,,F. Walker,N. Odour
,,,,,,,,D. Ward,Y. Okada
,,,,,,,,D. Wells-Roth,C. Oliveira
,,,,,,,,S. West,P. Pennisi
,,,,,,,,J. Westerberg,E. Perez-Cassarino
,,,,,,,,M. White,E. Polo
,,,,,,,,R. Wihlborg,M. Por
,,,,,,,,C. Wildey,A. Preovolas
,,,,,,,,C. Wilkinson,N. Prickett
,,,,,,,,A. Windisch,P. Quijano
,,,,,,,,J. Winnink,R. Rajpal
,,,,,,,,J. Yunis,K. Ramesh
,,,,,,,,,R. Ranzinger
,,,,,,,,,A. Rapev
,,,,,,,,,R. Reichow
,,,,,,,,,S. Rhode
,,,,,,,,,B. Richards
,,,,,,,,,G. Richards
,,,,,,,,,M. Ridaoui
,,,,,,,,,M. Roberts
,,,,,,,,,A. Rolfsen
,,,,,,,,,G. Rusedski
,,,,,,,,,C. Ruud
,,,,,,,,,H. Sandberg
,,,,,,,,,R. Santonja
,,,,,,,,,H. Santos
,,,,,,,,,T. Scherman
,,,,,,,,,G. Schuerholz
,,,,,,,,,V. Selvam
,,,,,,,,,S. Sigerseth
,,,,,,,,,Y. Sihombing
,,,,,,,,,G. Silva
,,,,,,,,,J. Silva
,,,,,,,,,M. Sitepu
,,,,,,,,,J. Spier
,,,,,,,,,D. Stewart
,,,,,,,,,M. Stump
,,,,,,,,,Y. Suleiman
,,,,,,,,,H. Sundstrom
,,,,,,,,,H. Sutopo
,,,,,,,,,S. Tanaka
,,,,,,,,,J. Thompson
,,,,,,,,,M. Toenges
,,,,,,,,,J. Tort
,,,,,,,,,S. Touzil
,,,,,,,,,D. Valeriano
,,,,,,,,,S. Vanemo
,,,,,,,,,F. Vazeos
,,,,,,,,,N. Veiga
,,,,,,,,,V. Venohr
,,,,,,,,,P. Vilmena
,,,,,,,,,F. Walker
,,,,,,,,,R. Ward
,,,,,,,,,M. Zumpft
,,,,,,,,,G. Donnelly
